date,month_num,weekday,ai_platform,ai_model_version,active_users,new_users,churned_users,daily_churn_rate,retention_rate,user_id,query_type,input_text,input_text_length,response_tokens,topic_category,user_rating,user_experience_score,session_duration_sec,device_type,language,response_accuracy,response_speed_sec,response_time_category,correction_needed,user_return_frequency,customer_support_interactions,region,query_type_general,query_type_technical
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,b0f42872-7738-4a3d-a4a6-f27dbc201c02,1,Optimize this neural networks code:,5,174,Code Optimization,5,2.13,28,1,en,0.9817,1.12,1,0,5,3,Maldives,0,1
2025-01-20,1,Monday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,2a7bd0b1-9e93-4a5f-a3fa-11eae0451713,0,Explain personal finance in simple terms,6,339,Education,4,1.45,40,0,fr,0.8396,2.6,1,0,6,3,Palau,1,0
2025-01-20,1,Monday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,fda22988-fc73-4c8b-8a14-9eb2eff4dec9,0,Draft a professional email about climate change,7,466,Professional Writing,4,1.45,15,0,de,0.8806,2.59,1,0,9,2,Faroe Islands,1,0
2025-01-20,1,Monday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,544f3799-8adc-4146-8963-daeb9e0ee980,0,Explain climate change in simple terms,6,139,Education,5,1.85,21,1,de,0.8444,2.52,1,0,7,2,Northern Mariana Islands,1,0
2025-01-20,1,Monday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,24709cc6-e038-4415-943e-d12d43968a1d,0,Explain personal finance in simple terms,6,371,Education,4,1.45,20,0,fr,0.8323,2.46,1,0,7,1,Cape Verde,1,0
2025-01-20,1,Monday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,1312f770-aa7a-4a0f-9c65-f74c2cb218ab,0,Draft a professional email about personal finance,7,176,Professional Writing,4,1.45,29,0,zh,0.8092,2.25,1,0,8,0,Azerbaijan,1,0
2025-01-20,1,Monday,ChatGPT,GPT-4-turbo,300000,15000,15000,0.05,0.95,7f70f263-4d64-42d9-96b2-3a76c956acfd,0,Draft a professional email about personal finance,7,446,Professional Writing,5,1.85,8,0,fr,0.8656,2.6,1,0,8,3,Niger,1,0
2024-08-28,8,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,100e9f8f-4bfc-4f51-8b98-1acb3f6270f6,0,How to implement neural networks in Python?,7,382,Implementation Help,5,2.11,23,0,fr,0.9604,1.41,1,0,3,1,Iceland,1,0
2024-08-28,8,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,02236a00-91cd-4b50-82c5-90c467456ba2,1,Optimize this neural networks code:,5,500,Code Optimization,5,2.11,12,0,de,0.8502865606485812,1.3,1,0,9,0,Tokelau,0,1
2024-08-28,8,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,89db7178-dfa6-48ba-ac2f-d883bd1e6141,1,Debug this error in neural networks:,6,391,Debugging,5,2.11,47,1,en,0.9194,1.47,1,0,1,2,Burundi,0,1
2024-08-28,8,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,fec2d1ea-41d6-4e36-aa73-fbf34ab2d07d,0,How to implement neural networks in Python?,7,410,Implementation Help,5,2.11,42,0,zh,0.9172,1.36,1,0,5,1,Eritrea,1,0
2024-08-28,8,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,847efe7c-a827-4db1-bbd2-e671bd529f7a,1,Explain neural networks algorithm,4,452,Algorithm Explanation,5,2.11,59,2,en,0.9737,1.16,1,0,2,3,Hong Kong,0,1
2024-08-28,8,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,574823a0-7dd3-425c-8b8d-75e541c5f4c2,0,How to implement SQL optimization in Python?,7,457,Implementation Help,5,2.11,29,0,fr,0.9631,1.26,1,1,3,2,Svalbard & Jan Mayen Islands,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,a478206c-94ea-4dfd-9650-01020360e624,0,Draft a professional email about AI ethics,7,264,Professional Writing,4,1.27,11,2,es,0.795,3.28,0,1,3,2,Niue,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,0fafa5e6-0655-4cb6-8620-c1a2e8df6c68,0,Explain climate change in simple terms,6,155,Education,3,0.87,25,1,de,0.7953,3.1,0,0,4,1,Qatar,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,019c846e-ef27-4ba7-98d5-b99b9ea6a1ae,0,What are the best practices for personal finance?,8,370,Best Practices,3,0.87,17,0,fr,0.8117,3.08,0,0,2,3,Uganda,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,247d046f-30b1-4d7f-af4e-4f1fb76bec19,0,Draft a professional email about personal finance,7,427,Professional Writing,5,1.67,19,0,fr,0.8113,3,0,1,9,3,Bangladesh,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,27836d5b-6442-4cea-bbe0-17a3e8e104fe,0,Write a blog post about climate change,7,125,Content Creation,4,1.27,16,1,zh,0.7952,3.14,0,0,6,2,Guadeloupe,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,517ec7ed-b51c-42ed-a108-c7a9c342dbdb,0,What are the best practices for AI ethics?,8,330,Best Practices,3,0.87,6,1,en,0.7906,3.05,0,0,1,0,Equatorial Guinea,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,9ffa4862-5974-4e75-a928-d892056164a5,0,Draft a professional email about climate change,7,334,Professional Writing,5,1.67,18,1,zh,0.7554,3.01,0,0,3,2,Cyprus,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,4384cfce-a729-4ce6-9ad6-e2f39a17cd76,0,What are the best practices for AI ethics?,8,69,Best Practices,5,1.67,17,0,es,0.802,3.24,0,0,3,3,United States Minor Outlying Islands,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,f1806569-bb21-45f9-bd05-2b745134a074,0,Explain AI ethics in simple terms,6,208,Education,5,1.67,25,1,en,0.8119,3.02,0,0,4,2,Peru,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,c203b968-af8c-48b0-9a95-e946b767bcfb,0,Write a blog post about climate change,7,279,Content Creation,5,1.67,20,0,es,0.7911,3.21,0,0,10,0,Palau,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,4025e75c-9a40-46cb-8b05-6ab71b1aee2c,0,What are the best practices for personal finance?,8,418,Best Practices,4,1.27,5,1,en,0.7349,3.19,0,0,9,2,Mayotte,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,363a5a12-94a3-482b-9d88-98216a440bf1,0,Explain climate change in simple terms,6,410,Education,5,1.67,40,0,de,0.7381,3.29,0,1,9,3,Singapore,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,cf7fd6c0-700d-4f8c-9a44-a8e3a5640599,0,Draft a professional email about AI ethics,7,144,Professional Writing,4,1.27,15,0,de,0.8103,3.03,0,0,4,3,Saint Lucia,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,526fc605-9f66-475f-be80-a85ae8437e61,0,What are the best practices for personal finance?,8,237,Best Practices,5,1.67,11,0,de,0.7442,3.32,0,0,7,3,Faroe Islands,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,3f523b44-7b5d-4b1f-922b-5e48455f35c7,0,Write a blog post about personal finance,7,312,Content Creation,4,1.27,12,2,de,0.7975,3.28,0,0,5,2,Thailand,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,54938711-7797-49a7-b351-f1d55448f4d7,0,What are the best practices for personal finance?,8,473,Best Practices,5,1.67,36,0,zh,0.7315,3.34,0,0,8,3,Latvia,1,0
2024-08-31,8,Saturday,ChatGPT,GPT-4-turbo,550000,27500,27500,0.05,0.95,783d2e29-a611-42e3-b562-ffec04167e63,0,Explain climate change in simple terms,6,244,Education,3,0.87,26,1,fr,0.7338,3.37,0,0,4,2,Haiti,1,0
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,4efda216-e861-409c-af5d-5226f5c21248,0,How to implement neural networks in Python?,7,96,Implementation Help,5,2.18,29,1,fr,0.8647,0.8,2,0,9,2,Sri Lanka,1,0
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,ffff06e1-b61c-4298-96b3-72057f93dd8a,1,Explain SQL optimization algorithm,4,118,Algorithm Explanation,5,2.18,57,0,zh,0.8557,0.73,2,0,5,3,Saudi Arabia,0,1
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,2a97dc8f-94ef-4dc8-ba86-554dd6d599eb,1,Debug this error in SQL optimization:,6,467,Debugging,5,2.18,35,1,en,0.8939,0.68,2,0,1,1,Poland,0,1
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,9fbc8ebd-4db7-415b-b7a0-cfffe468f645,0,How to implement neural networks in Python?,7,148,Implementation Help,5,2.18,12,1,de,0.8478,0.87,2,0,7,0,Algeria,1,0
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,88168a71-21ff-4cd3-a3b2-7d2682b2f05c,1,Explain REST APIs algorithm,4,261,Algorithm Explanation,5,2.18,37,1,es,0.8973,0.93,2,1,8,3,Congo,0,1
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,6fc7835c-1294-4232-8a6e-3d12045ae076,0,How to implement SQL optimization in Python?,7,224,Implementation Help,5,2.18,18,1,de,0.8479,0.91,2,0,10,2,Cameroon,1,0
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,44702df2-e1e4-485b-83a1-447f344347ef,0,How to implement REST APIs in Python?,7,56,Implementation Help,5,2.18,60,1,en,0.8502865606485812,0.99,2,0,5,3,Ireland,1,0
2023-11-26,11,Sunday,DeepSeek,DeepSeek-Chat 1.5,800000,80000,16000,0.02,0.95,ae1014dc-f779-42bb-a597-bcd7ce170565,0,How to implement REST APIs in Python?,7,430,Implementation Help,4,1.78,25,1,zh,0.9208,0.71,2,0,7,3,Guinea,1,0
2023-12-29,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,57b835f5-bf5a-4f87-81d5-6d9159d14fdc,0,Draft a professional email about personal finance,7,77,Professional Writing,4,1.5,33,1,fr,0.7389,2.08,1,0,10,1,Bahrain,1,0
2023-12-29,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,d96ab7c6-09a0-4643-bbf9-e47fe4a8c12c,0,Write a blog post about AI ethics,7,190,Content Creation,4,1.5,40,0,de,0.798,1.96,1,0,10,0,Mozambique,1,0
2023-12-29,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,202cd4d7-ca43-4885-9dbf-32539057d124,0,Write a blog post about AI ethics,7,459,Content Creation,5,1.9,39,0,en,0.7356,1.93,1,0,5,3,Bahamas,1,0
2023-12-29,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,b8e5a945-c60f-492c-927d-61151cc1a4fe,0,What are the best practices for AI ethics?,8,431,Best Practices,4,1.5,28,1,es,0.7754,2.14,1,0,7,3,United States Virgin Islands,1,0
2023-12-29,12,Friday,ChatGPT,GPT-4-turbo,950000,47500,47500,0.05,0.95,ccae2a2d-f04a-480b-beca-a349e2a1aa4c,0,Explain AI ethics in simple terms,6,492,Education,4,1.5,10,0,de,0.7313,1.88,1,0,6,0,Canada,1,0
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,059dd8c7-d766-41ee-b5fc-29aebe438412,0,How to implement SQL optimization in Python?,7,341,Implementation Help,5,2.23,30,1,fr,0.9253,0.7,2,1,7,2,Nauru,1,0
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,3557e482-baf5-4865-a261-048bbb72fdb9,0,How to implement REST APIs in Python?,7,115,Implementation Help,4,1.83,54,1,de,0.8947,0.55,2,0,9,3,Haiti,1,0
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,f0a625ce-f48e-486c-a132-db459383af92,1,Explain REST APIs algorithm,4,419,Algorithm Explanation,5,2.23,28,1,en,0.9054,0.6,2,0,8,0,Western Sahara,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,cb7c7127-5eb4-450b-ac9e-218aa422bc7b,1,Debug this error in neural networks:,6,459,Debugging,4,1.83,15,0,en,0.8616,0.49,2,0,2,1,United Arab Emirates,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,10f46094-dffa-439d-88bf-818540b5b148,1,Explain neural networks algorithm,4,139,Algorithm Explanation,5,2.23,17,0,en,0.837,0.62,2,1,6,2,Liberia,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,6eed7cb9-39aa-4d5c-9530-dced5828c128,1,Explain neural networks algorithm,4,106,Algorithm Explanation,5,2.23,28,1,fr,0.9073,0.79,2,0,6,2,Cambodia,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,c0c1b225-613c-4d32-86fe-8c0c61426997,1,Debug this error in neural networks:,6,425,Debugging,4,1.83,23,0,fr,0.8996,0.63,2,0,2,3,Cayman Islands,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,f0105a08-8f60-4c72-95bb-a68255e5aaff,1,Optimize this neural networks code:,5,204,Code Optimization,5,2.23,50,0,en,0.9219,0.61,2,0,7,0,Reunion,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,069b90b5-91e2-4086-8c5c-7100f6219093,1,Debug this error in SQL optimization:,6,320,Debugging,5,2.23,47,1,es,0.9106,0.67,2,0,10,0,Equatorial Guinea,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,7a7ff52a-2d6a-4015-bef8-74878f3ae741,0,How to implement REST APIs in Python?,7,357,Implementation Help,5,2.23,53,0,de,0.9295,0.58,2,0,8,0,Barbados,1,0
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,c4ad3a63-f5d3-4385-b401-e363fdb1a5dc,1,Explain REST APIs algorithm,4,498,Algorithm Explanation,5,2.23,32,1,de,0.8366,0.52,2,0,10,1,Pitcairn Islands,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,a4de00a1-bf0f-46ba-876a-5b7f0b5cb319,1,Optimize this SQL optimization code:,5,181,Code Optimization,4,1.83,39,0,fr,0.8436,0.48,2,0,4,2,French Guiana,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,f1f36be7-6e8a-4f01-92f1-7ca62387b682,1,Explain SQL optimization algorithm,4,403,Algorithm Explanation,5,2.23,60,1,zh,0.8812,0.5,2,0,4,1,Canada,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,b0fcd638-14e9-495a-96ee-8ee71c1bb791,1,Optimize this neural networks code:,5,176,Code Optimization,5,2.23,28,0,zh,0.8521,0.6,2,0,2,0,Lao People's Democratic Republic,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,f4a54f76-ea76-4060-aea4-47823ff1eaaa,1,Debug this error in SQL optimization:,6,258,Debugging,5,2.23,49,1,de,0.8507,0.69,2,0,6,2,Slovenia,0,1
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,541b69ba-8dec-45bd-ad38-9e1966f3e76b,0,How to implement SQL optimization in Python?,7,109,Implementation Help,5,2.23,48,0,de,0.8695,0.76,2,0,5,1,Antarctica (the territory South of 60 deg S),1,0
2024-01-12,1,Friday,DeepSeek,DeepSeek-Chat 1.5,1100000,110000,22000,0.02,0.95,087cd5cb-3298-4ec2-825f-5dcf19149aaa,1,Optimize this neural networks code:,5,297,Code Optimization,5,2.23,36,1,de,0.8486,0.67,2,0,10,3,Sweden,0,1
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,497f3d6c-78b2-44a2-9fd6-f17678027b23,0,What are the best practices for climate change?,8,325,Best Practices,4,1.44,37,0,en,0.8502865606485812,2.23,1,0,8,1,Malta,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,d90c1b2e-81f7-4834-bce1-bb1cdd3ea881,0,Explain AI ethics in simple terms,6,416,Education,3,1.04,37,1,es,0.7207,2.19,1,0,6,1,Namibia,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,212a6233-c31b-4edb-ac4d-5d45233599e2,0,Explain AI ethics in simple terms,6,491,Education,3,1.04,33,0,es,0.7771,2.15,1,0,9,1,American Samoa,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,184f1924-7c15-4fbe-a19c-b67c61f831f1,0,What are the best practices for climate change?,8,381,Best Practices,3,1.04,16,0,de,0.7315,2.46,1,0,9,0,Syrian Arab Republic,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,50c85ae6-371e-4f27-8ca5-c7829c980c8e,0,What are the best practices for personal finance?,8,286,Best Practices,3,1.04,11,1,de,0.7714,2.37,1,0,8,1,Eritrea,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,29f9e009-a067-4ac7-9fb5-f00fb602b11d,0,Write a blog post about climate change,7,133,Content Creation,4,1.44,26,1,de,0.7574,2.39,1,0,10,2,Saint Lucia,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,1bef6588-85c3-4361-9dd8-44d17d8649b6,0,Draft a professional email about climate change,7,481,Professional Writing,4,1.44,22,0,de,0.6962,2.36,1,0,3,1,China,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,9bdc9fd4-f286-4cb4-8616-97f4a565eada,0,What are the best practices for personal finance?,8,207,Best Practices,5,1.84,25,0,en,0.7221,2.2,1,0,6,0,Ghana,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,1e788959-4eed-4528-ac63-cf100f287449,0,Draft a professional email about personal finance,7,247,Professional Writing,5,1.84,13,1,es,0.7453,2.44,1,1,8,1,Djibouti,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,1496a45a-cb26-4e2d-b8d2-8878f806e4b0,0,Draft a professional email about personal finance,7,333,Professional Writing,5,1.84,40,1,es,0.7339,2.22,1,0,2,2,Myanmar,1,0
2024-04-10,4,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,68e614fd-425a-4641-aeb8-fbe74d904b24,0,What are the best practices for personal finance?,8,56,Best Practices,4,1.44,15,0,fr,0.7861,2.11,1,0,6,2,Niue,1,0
2024-05-05,5,Sunday,DeepSeek,DeepSeek-Chat 1.5,1700000,170000,34000,0.02,0.95,ef3295c6-3ed9-4ce0-8f5a-7c0169a451e4,1,Explain neural networks algorithm,4,407,Algorithm Explanation,5,1.96,51,1,es,0.8822,1.81,1,0,3,0,Timor-Leste,0,1
2024-05-05,5,Sunday,DeepSeek,DeepSeek-Chat 1.5,1700000,170000,34000,0.02,0.95,e907c222-6ae2-4bc5-a0ee-af7c164fff70,0,How to implement neural networks in Python?,7,211,Implementation Help,5,1.96,29,1,fr,0.8806,1.8,1,0,1,0,Syrian Arab Republic,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,678ca521-051a-4438-864b-097167771ecd,0,Write a blog post about AI ethics,7,262,Content Creation,4,1.01,21,0,de,0.8055,4.67,0,0,7,3,Bouvet Island (Bouvetoya),1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,87ad9bb1-ee9d-44b6-b6b6-e32fb6fa5757,0,Explain AI ethics in simple terms,6,165,Education,3,0.61,18,1,es,0.7708,4.35,0,0,6,3,Iceland,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,ade98c52-55a3-4976-a476-ab5f75e8294c,0,Explain climate change in simple terms,6,173,Education,5,1.41,37,0,de,0.7685,4.33,0,0,4,0,Palestinian Territory,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,f03929f7-5f08-4450-a33b-f24e6b170363,0,Write a blog post about AI ethics,7,144,Content Creation,3,0.61,27,3,zh,0.7733,4.49,0,0,3,0,Hungary,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,31caa46b-54cc-4a91-820f-eb5bb39a03d2,0,Write a blog post about climate change,7,238,Content Creation,5,1.41,15,1,es,0.7668,4.45,0,0,9,1,Turkmenistan,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,2c41ac00-8e89-4b7f-be9f-0f6158e8bdd7,0,Draft a professional email about AI ethics,7,475,Professional Writing,3,0.61,27,1,en,0.7838,4.37,0,1,8,2,Pakistan,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,3621af12-173c-41cc-a8ee-847a9319688f,0,Write a blog post about AI ethics,7,420,Content Creation,4,1.01,7,1,es,0.7213,4.65,0,0,8,2,French Southern Territories,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,5f565128-bbf7-41e0-a294-a8160b541a52,0,Draft a professional email about personal finance,7,329,Professional Writing,3,0.61,15,0,de,0.7829,4.69,0,0,8,0,Namibia,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,8feaebe3-9e28-430f-94c0-8adbd952823c,0,What are the best practices for climate change?,8,440,Best Practices,4,1.01,5,1,zh,0.7418,4.59,0,0,10,0,Panama,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,9d8c2dd4-3ea1-4c12-a53a-2da48fd6a1e5,0,Explain AI ethics in simple terms,6,292,Education,4,1.01,30,1,es,0.7742,4.46,0,0,10,1,Swaziland,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,3d052edb-7cf3-4480-ad6c-9552732cd89a,0,Draft a professional email about AI ethics,7,110,Professional Writing,3,0.61,29,0,es,0.7316,4.54,0,0,4,1,Sudan,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,1b23670d-7b78-4971-8b5b-5d556c935af7,0,Write a blog post about personal finance,7,361,Content Creation,5,1.41,10,0,es,0.7427,4.43,0,0,7,0,Barbados,1,0
2024-01-11,1,Thursday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,0ad221b3-1ab6-4885-b22f-b636e8b76800,0,What are the best practices for personal finance?,8,281,Best Practices,5,1.41,22,0,zh,0.7346,4.66,0,0,5,3,Martinique,1,0
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,73a88dac-4417-4053-869f-adfdf7215ea0,1,Debug this error in SQL optimization:,6,263,Debugging,5,2.14,50,0,zh,0.8502865606485812,1.03,1,1,5,3,Bolivia,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,c503bc6b-46ba-4277-baff-b6e0a5fcba4f,1,Optimize this SQL optimization code:,5,350,Code Optimization,5,2.14,43,1,es,0.8827,1.07,1,0,7,1,Western Sahara,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,ca753fc4-6050-4995-9414-37acacb257dc,1,Optimize this SQL optimization code:,5,467,Code Optimization,5,2.14,19,1,de,0.9198,1.18,1,0,4,3,Macao,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,7138658b-deb7-46d0-9107-1126a9010d85,1,Explain SQL optimization algorithm,4,102,Algorithm Explanation,4,1.74,36,0,zh,0.8815,1.11,1,0,4,1,Albania,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,72212478-91fa-4b5f-9d22-eca8e91f32ee,1,Explain REST APIs algorithm,4,61,Algorithm Explanation,5,2.14,49,0,fr,0.9191,1.12,1,0,5,1,Liberia,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,6c390400-463c-40d6-94d6-c7469f939c07,1,Debug this error in REST APIs:,6,326,Debugging,5,2.14,41,0,en,0.9422,1.3,1,0,1,0,Russian Federation,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,1ac34814-b06f-4e9f-adc7-d0acb3cd86d1,1,Debug this error in SQL optimization:,6,187,Debugging,5,2.14,37,0,zh,0.9179,1.15,1,1,3,3,Latvia,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,178bb35a-ee8f-4174-85a3-360ac97b4451,1,Debug this error in REST APIs:,6,270,Debugging,5,2.14,39,1,en,0.9067,1.29,1,0,9,1,Israel,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,d380d563-9f65-402c-9df4-4b1b9749bed3,1,Optimize this neural networks code:,5,284,Code Optimization,5,2.14,13,0,en,0.8689,1.13,1,0,9,1,Korea,0,1
2024-06-14,6,Friday,DeepSeek,DeepSeek-Chat 1.5,1850000,185000,37000,0.02,0.95,bdaed463-f371-4a62-bc35-14036dca472c,1,Debug this error in neural networks:,6,383,Debugging,5,2.14,59,1,fr,0.873,1,1,0,3,2,Congo,0,1
